what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1342991512253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342991513786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342991516994
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1342991517231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342991519029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342991536534
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342991536974
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342991566451
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1342991568649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342991570340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342991573948
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1342991574134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342991576473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342991634369
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1342991635301
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342991678288
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342991693847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342991696242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342991792038
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342991796103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342991901688
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342991910244
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342991912946
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342991916183
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1342991920623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342991925236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342991950215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342991950334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342991953634
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1342991953820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342991955893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342991978951
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342991980745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342991997783
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1342992006409
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1342992010643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342992013821
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1342992015538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342992017328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342992020816
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1342992020994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342992022800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342992041621
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342992042215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342992087250
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1342992092734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342992094166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342992097496
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1342992097670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342992099860
